sentence_id,token,label
491,on,O
491,the,O
491,slope.,O
492,When,O
492,going,O
492,out,O
492,for,O
492,a,O
492,nice,O
492,"dinner,",B-ASP
492,I,O
492,like,O
492,a,O
492,nice,O
492,ambiance,B-ASP
492,as,O
492,well,O
492,as,O
492,very,O
492,good,O
492,food.,B-ASP
493,For,O
493,all,O
493,you,O
493,lazy,O
493,folks,O
493,that,O
493,don't,O
493,want,O
493,to,O
493,come,O
493,to,O
493,Alphabet,O
493,"City,",O
493,I,O
493,"say,",O
493,good,O
493,-,O
493,stay,O
493,out.,O
494,"Otherwise,",O
494,this,O
494,place,O
494,has,O
494,great,O
494,service,B-ASP
494,and,O
494,prices,B-ASP
494,and,O
494,a,O
494,nice,O
494,friendly,O
494,atmosphere.,B-ASP
495,Highly,O
495,recommend,O
495,this,O
495,as,O
495,great,O
495,value,B-ASP
495,for,O
495,excellent,O
495,sushi,B-ASP
495,and,O
495,service.,B-ASP
496,This,O
496,place,O
496,would,O
496,be,O
496,so,O
496,much,O
496,better,O
496,served,B-ASP
496,by,O
496,being,O
496,run,O
496,by,O
496,a,O
496,group,O
496,that,O
496,actually,O
496,understands,O
496,customer,O
496,service.,B-ASP
497,A++,O
497,The,O
497,service,B-ASP
497,was,O
497,good,O
497,to,O
497,excellent,O
497,along,O
497,with,O
497,the,O
497,attitude.,B-ASP
498,This,O
498,is,O
498,my,O
498,fourth,O
498,try,O
498,over,O
498,a,O
498,two,O
498,year,O
498,"period,",O
498,and,O
498,I'm,O
498,done.,O
499,The,O
499,food,B-ASP
499,is,O
499,awesome,O
499,-,O
499,definitely,O
499,try,O
499,the,O
499,striped,B-ASP
499,bass.,I-ASP
500,The,O
500,music,B-ASP
500,does,O
500,get,O
500,a,O
500,little,O
500,loud,O
500,at,O
500,"times,",O
500,but,O
500,it,O
500,just,O
500,made,O
500,me,O
500,want,O
500,to,O
500,lean,O
500,closer,O
500,to,O
500,my,O
500,beautiful,O
500,"wife,",O
500,and,O
500,as,O
500,I,O
500,"did,",O
500,I,O
500,got,O
500,a,O
500,whiff,O
500,of,O
500,corriander.,B-ASP
501,black,B-ASP
501,white,I-ASP
501,shakes,I-ASP
501,came,O
501,out,O
501,good,O
501,also.,O
502,It's,O
502,simply,O
502,the,O
502,best,O
502,meal,B-ASP
502,in,O
502,NYC.,O
503,Probably,O
503,would,O
503,not,O
503,go,O
503,again...,O
504,After,O
504,passing,O
504,by,O
504,this,O
504,restaurant,O
504,for,O
504,sometime,O
504,I,O
504,finally,O
504,decided,O
504,to,O
504,go,O
504,in,O
504,and,O
504,have,O
504,dinner.,B-ASP
505,The,O
505,seating,B-ASP
505,was,O
505,if,O
505,they,O
505,were,O
505,trying,O
505,to,O
505,get,O
505,the,O
505,maximum,O
505,amount,O
505,of,O
505,people,O
505,into,O
505,the,O
505,"restaurant,",O
505,so,O
505,be,O
505,nice,O
505,to,O
505,your,O
505,neighbor,O
505,when,O
505,you,O
505,dine,O
505,here.,O
506,I,O
506,ordered,O
506,the,O
506,chu,B-ASP
506,chu,I-ASP
506,curry,I-ASP
506,and,O
506,my,O
506,friend,O
506,ordered,O
506,the,O
506,pad,B-ASP
506,thai,I-ASP
506,chicken.,I-ASP
507,We,O
507,go,O
507,on,O
507,Mondays,O
507,for,O
507,the,O
507,prix,B-ASP
507,fixe,I-ASP
507,and,O
507,our,O
507,experience,O
507,with,O
507,the,O
507,food,B-ASP
507,has,O
507,been,O
507,comparable,O
507,to,O
507,Blue,O
507,Ribbon.,O
508,Tuk,O
508,Tuk,O
508,is,O
508,my,O
508,second,O
508,favorite,O
508,neighborhood,O
508,Thai,O
508,place,O
508,(the,O
508,first,O
508,being,O
508,Joya).,O
509,"However,",O
509,they've,O
509,got,O
509,the,O
509,most,O
509,amazing,O
509,pastrami,B-ASP
509,and,O
509,the,O
509,soups,B-ASP
509,hit,O
509,the,O
509,spot.,O
510,Great,O
510,bagels,B-ASP
510,made,O
510,the,O
510,old-fashioned,O
510,way.,O
511,This,O
511,is,O
511,some,O
511,really,O
511,"good,",O
511,inexpensive,O
511,sushi.,B-ASP
512,my,O
512,personal,O
512,favorite,O
512,is,O
512,an,O
512,everything,O
512,bagel,B-ASP
512,with,I-ASP
512,lox,I-ASP
512,"spread,",I-ASP
512,but,O
512,all,O
512,the,O
512,bagles,B-ASP
512,are,O
512,unbeliavably,O
512,good.,O
513,I,O
513,wouldn't,O
513,even,O
513,have,O
513,complained,O
513,at,O
513,all,O
513,if,O
513,the,O
513,food,B-ASP
513,at,O
513,least,O
513,tasted,O
513,good,O
513,but,O
513,the,O
513,quality,B-ASP
513,of,I-ASP
513,food,I-ASP
513,was,O
513,"crappy,",O
513,too.,O
514,For,O
514,the,O
514,next,O
514,hour,O
514,and,O
514,a,O
514,half,O
514,we,O
514,stood,O
514,in,O
514,the,O
514,crowded,O
514,lobby,B-ASP
514,area,I-ASP
514,of,O
514,this,O
514,touristy,O
514,restaurant,O
514,listening,O
514,to,O
514,all,O
514,types,O
514,of,O
514,explanations,O
514,of,O
514,why,O
514,we,O
514,were,O
514,not,O
514,being,O
514,seated.,B-ASP
515,The,O
515,pizza,B-ASP
515,is,O
515,delicious,O
515,and,O
515,the,O
515,proprietor,B-ASP
515,is,O
515,one,O
515,of,O
515,the,O
515,nicest,O
515,in,O
515,NYC.,O
516,Also,O
516,good,O
516,for,O
516,client,O
516,lunch,B-ASP
516,"meetings,",I-ASP
516,esp.,O
517,For,O
517,$600,O
517,(,O
517,the,O
517,most,O
517,we,O
517,have,O
517,ever,O
517,paid),O
517,not,O
517,even,O
517,waving,O
517,a,O
517,magic,O
517,wand,O
517,will,O
517,ever,O
517,get,O
517,us,O
517,back,O
517,for,O
517,a,O
517,repeat,O
517,performance.,O
518,The,O
518,decor,B-ASP
518,is,O
518,"dark,",O
518,cool,O
518,and,O
518,"soothing,",O
518,while,O
518,the,O
518,food's,B-ASP
518,presentation,I-ASP
518,is,O
518,"spectacular,",O
518,considering,O
518,the,O
518,low,O
518,prices.,B-ASP
519,The,O
519,Waitstaff,B-ASP
519,were,O
519,very,O
519,nice,O
519,and,O
519,suggested,O
519,swordfish,B-ASP
519,for,O
519,my,O
519,husband,O
519,he,O
519,enjoyed,O
519,his,O
519,meal.,B-ASP
520,The,O
520,setting,B-ASP
520,is,O
520,casual,O
520,and,O
520,romantic.,O
521,IT,O
521,WAS,O
521,HORRIBLE.,O
522,"Terrible,",O
522,terrible,O
522,management,B-ASP
522,-,O
522,deserves,O
522,to,O
522,be,O
522,shut-down.,O
523,Great,O
523,friendly,O
523,"service,",B-ASP
523,Fast,O
523,"seating,",B-ASP
523,Fast,O
523,"Delivery,",B-ASP
523,Excellent,O
523,sushi.,B-ASP
524,The,O
524,desserts,B-ASP
524,are,O
524,more,O
524,appealing,O
524,then,O
524,stuffy,O
524,overpriced,O
524,French,O
524,restaurants.,O
525,The,O
525,Italian,B-ASP
525,food,I-ASP
525,has,O
525,flavor,O
525,(that,O
525,can,O
525,be,O
525,sort,O
525,of,O
525,surprising,O
525,on,O
525,the,O
525,"UES),",O
525,and,O
525,the,O
525,service,B-ASP
525,turns,O
525,from,O
525,a,O
525,nightmare,O
525,to,O
525,"attentive,they",O
525,sort,O
525,of,O
525,remind,O
525,me,O
525,of,O
525,the,O
525,NY,O
525,Yankees,O
525,of,O
525,the,O
525,late,O
525,"90's,",O
525,no,O
525,matter,O
525,how,O
525,bad,O
525,it,O
525,"look,",O
525,you,O
525,knew,O
525,that,O
525,there,O
525,was,O
525,a,O
525,rally,O
525,just,O
525,around,O
525,the,O
525,corner...,O
526,As,O
526,many,O
526,other,O
526,reviewers,O
526,"noticed,",O
526,your,O
526,order,O
526,is,O
526,often,O
526,slow,O
526,to,O
526,arrive,O
526,-,O
526,this,O
526,is,O
526,particularly,O
526,true,O
526,in,O
526,the,O
526,evening,O
526,but,O
526,is,O
526,not,O
526,a,O
526,problem,O
526,during,O
526,lunch,O
526,time.,O
527,I,O
527,found,O
527,the,O
527,food,B-ASP
527,to,O
527,be,O
527,"outstanding,",O
527,particulary,O
527,the,O
527,salmon,B-ASP
527,dish,I-ASP
527,I,O
527,had.,O
528,Mizu,O
528,is,O
528,home,O
528,to,O
528,creative,O
528,and,O
528,unique,O
528,rolls,B-ASP
528,not,O
528,to,O
528,found,O
528,anywhere,O
528,else.,O
529,The,O
529,New,O
529,York,O
529,Times,O
529,has,O
529,reviewed,O
529,this,O
529,place,O
529,three,O
529,times,O
529,"already,",O
529,you,O
529,know,O
529,it's,O
529,going,O
529,to,O
529,be,O
529,good.,O
530,Baluchi's,O
530,has,O
530,solid,O
530,food,B-ASP
530,and,O
530,a,O
530,nice,O
530,decor,B-ASP
530,at,O
530,reasonable,O
530,prices.,B-ASP
531,"Emilio,",O
531,the,O
531,"owner,",B-ASP
531,is,O
531,often,O
531,sitting,O
531,in,O
531,the,O
531,front,O
531,table,O
531,greeting,O
531,guests,O
531,as,O
531,they,O
531,come,O
531,and,O
531,go.,O
532,I,O
532,have,O
532,been,O
532,to,O
532,spice,O
532,three,O
532,times-,O
532,twice,O
532,during,O
532,lunch,B-ASP
532,and,O
532,once,O
532,at,O
532,dinner.,B-ASP
533,Moules,B-ASP
533,were,O
533,"excellent,",O
533,lobster,B-ASP
533,ravioli,I-ASP
533,was,O
533,VERY,O
533,salty!,O
534,I,O
534,came,O
534,to,O
534,this,O
534,restaurant,O
534,expecting,O
534,to,O
534,be,O
534,surprised,O
534,but,O
534,left,O
534,bored,O
534,and,O
534,overcharged.,O
535,A,O
535,cheap,O
535,eat,B-ASP
535,for,O
535,"NYC,",O
535,but,O
535,not,O
535,for,O
535,dosa.,B-ASP
536,The,O
536,atmosphere,B-ASP
536,is,O
536,noisy,O
536,and,O
536,the,O
536,waiters,B-ASP
536,are,O
536,literally,O
536,walking,O
536,around,O
536,doing,O
536,things,O
536,as,O
536,fast,O
536,as,O
536,they,O
536,can.,O
537,The,O
537,seafood,B-ASP
537,is,O
537,"amazing,",O
537,there's,O
537,a,O
537,good,O
537,wine,B-ASP
537,"list,",I-ASP
537,and,O
537,the,O
537,ever-changing,O
537,menu,B-ASP
537,always,O
537,offers,O
537,some,O
537,great,O
537,surprises.,O
538,i,O
538,don't,O
538,usually,O
538,order,O
538,wine,B-ASP
538,with,O
538,indian,B-ASP
538,so,O
538,i,O
538,can't,O
538,comment,O
538,on,O
538,their,O
538,wine,B-ASP
538,list,I-ASP
538,or,O
538,their,O
538,wines.,B-ASP
539,Pastrami,B-ASP
539,or,I-ASP
539,corned,I-ASP
539,beef,I-ASP
539,are,O
539,juicy,O
539,and,O
539,piled,O
539,high,O
539,(ask,O
539,for,O
539,extra,O
539,rye,B-ASP
539,bread).,I-ASP
540,($200,O
540,for,O
540,2,O
540,glasses,B-ASP
540,of,I-ASP
540,"champagne,",I-ASP
540,not,O
540,too,O
540,expensive,O
540,bottle,B-ASP
540,of,I-ASP
540,wine,I-ASP
540,and,O
540,2,O
540,after,B-ASP
540,dinner,I-ASP
540,drinks).,I-ASP
541,Really,O
541,"though,",O
541,where's,O
541,the,O
541,seasoning?,B-ASP
542,The,O
542,food,B-ASP
542,was,O
542,just,O
542,"OK,",O
542,at,O
542,least,O
542,for,O
542,what,O
542,food,B-ASP
542,was,O
542,available.,O
543,by,O
543,dinner,O
543,"time,",O
543,they,O
543,turn,O
543,it,O
543,around,O
543,and,O
543,mount,O
543,a,O
543,huge,O
543,comeback!!,O
544,The,O
544,waitress,B-ASP
544,was,O
544,very,O
544,patient,O
544,with,O
544,us,O
544,and,O
544,the,O
544,food,B-ASP
544,is,O
544,phenomenal!,O
545,The,O
545,ambience,B-ASP
545,was,O
545,"nice,",O
545,but,O
545,service,B-ASP
545,wasn't,O
545,so,O
545,great.,O
546,Solid,O
546,wine,B-ASP
546,"list,",I-ASP
546,knowledgeable,O
546,"staff,",B-ASP
546,friendly,O
546,owners,B-ASP
546,and,O
546,an,O
546,"adventurous,",O
546,ever-changing,O
546,menu,B-ASP
546,keep,O
546,us,O
546,coming,O
546,back.,O
547,The,O
547,people,B-ASP
547,that,O
547,work,O
547,there,O
547,are,O
547,always,O
547,so,O
547,friendly,O
547,you,O
547,forget,O
547,you,O
547,are,O
547,in,O
547,New,O
547,York,O
547,sometimes.,O
548,We,O
548,didn't,O
548,even,O
548,see,O
548,a,O
548,"menu,",B-ASP
548,as,O
548,our,O
548,waiter,B-ASP
548,described,O
548,both,O
548,the,O
548,specials,B-ASP
548,and,O
548,the,O
548,main,B-ASP
548,dishes.,I-ASP
549,The,O
549,location,B-ASP
549,and,O
549,ambience,B-ASP
549,is,O
549,Ok,O
549,but,O
549,the,O
549,food,B-ASP
549,is,O
549,what,O
549,makes,O
549,up,O
549,for,O
549,it.,O
550,"otherwise,",O
550,good,O
550,stuff,B-ASP
550,for,O
550,late,O
550,nite,O
550,eats.,B-ASP
551,The,O
551,dinner,B-ASP
551,was,O
551,"ok,",O
551,nothing,O
551,I,O
551,would,O
551,have,O
551,again.,O
552,It,O
552,is,O
552,thick,O
552,and,O
552,slightly,O
552,soggy.,O
553,Its,O
553,not,O
553,the,O
553,same,O
553,if,O
553,you,O
553,have,O
553,to,O
553,sit,O
553,inside.,O
554,I,O
554,love,O
554,and,O
554,I,O
554,know,O
554,gourmet,B-ASP
554,food,I-ASP
554,by,O
554,excellence!,O
555,I,O
555,plan,O
555,to,O
555,come,O
555,here,O
555,again,O
555,and,O
555,look,O
555,forward,O
555,to,O
555,trying,O
555,their,O
555,assortment,O
555,of,O
555,"bruschetta,",B-ASP
555,panini's.....,B-ASP
556,Great,O
556,people,O
556,watching,O
556,as,O
556,others,O
556,do,O
556,the,O
556,same,O
556,to,O
556,you.,O
557,Maybe,O
557,it,O
557,was,O
557,just,O
557,an,O
557,unintentional,O
557,mistake,O
557,but,O
557,I've,O
557,experienced,O
557,the,O
557,same,O
557,with,O
557,other,O
557,restaurants,O
557,so,O
557,I,O
557,don't,O
557,appreciate,O
557,such,O
557,practice.,O
558,Two,O
558,people,O
558,in,O
558,our,O
558,party,O
558,felt,O
558,like,O
558,something,O
558,"else,",O
558,and,O
558,Volare,O
558,immediately,O
558,obliged,O
558,with,O
558,two,O
558,great,O
558,dishes,B-ASP
558,that,O
558,were,O
558,not,O
558,in,O
558,their,O
558,regular,O
558,menu.,B-ASP
559,He,O
559,offers,O
559,subpar,O
559,service,B-ASP
559,and,O
559,has,O
559,no,O
559,personality.,O
560,The,O
560,waitress,B-ASP
560,remembers,O
560,me,O
560,and,O
560,is,O
560,very,O
560,"friendly,",O
560,she,O
560,knows,O
560,what,O
560,my,O
560,regular,O
560,is,O
560,and,O
560,that's,O
560,the,O
560,fried,B-ASP
560,mini,I-ASP
560,buns,I-ASP
560,with,I-ASP
560,the,I-ASP
560,condensed,I-ASP
560,milk,I-ASP
560,and,I-ASP
560,the,I-ASP
560,assorted,I-ASP
560,fruits,I-ASP
560,on,I-ASP
560,beancurd.,I-ASP
561,I'm,O
561,going,O
561,back.,O
562,Diner,O
562,food,B-ASP
562,at,O
562,bistro,O
562,prices,B-ASP
562,is,O
562,a,O
562,bummer....,O
563,My,O
563,friends,O
563,and,O
563,I,O
563,have,O
563,been,O
563,going,O
563,here,O
563,regularly,O
563,for,O
563,two,O
563,years.,O
564,wow!,O
564,how,O
564,have,O
564,i,O
564,missed,O
564,this,O
564,one,O
564,",tried",O
564,Long,O
564,Tan,O
564,last,O
564,week,O
564,for,O
564,the,O
564,first,O
564,time,O
564,and,O
564,now,O
564,know,O
564,what,O
564,the,O
564,NY,O
564,TIMES,O
564,and,O
564,many,O
564,more,O
564,in,O
564,the,O
564,neighborhood,O
564,already,O
564,knew.,O
565,Go,O
565,there,O
565,on,O
565,an,O
565,empty,O
565,stomach,O
565,and,O
565,leave,O
565,feeling,O
565,like,O
565,a,O
565,baby,O
565,Veal,O
565,Calf(ok,O
565,bad,O
565,"joke),",O
565,but,O
565,you,O
565,will,O
565,see.,O
566,While,O
566,we,O
566,thoroughly,O
566,enjoyed,O
566,the,O
566,"food,",B-ASP
566,it,O
566,was,O
566,annoying,O
566,to,O
566,scream,O
566,across,O
566,the,O
566,table,O
566,for,O
566,conversation.,O
567,Me,O
567,and,O
567,my,O
567,girls,O
567,will,O
567,definitely,O
567,go,O
567,back.,O
568,The,O
568,first,O
568,time,O
568,the,O
568,sushi,B-ASP
568,was,O
568,"outstanding,",O
568,the,O
568,second,O
568,time,O
568,it,O
568,was,O
568,a,O
568,little,O
568,bland.,O
569,The,O
569,portions,B-ASP
569,are,O
569,large,O
569,and,O
569,the,O
569,servers,B-ASP
569,always,O
569,surprise,O
569,us,O
569,with,O
569,a,O
569,different,O
569,starter.,B-ASP
570,delicious,O
570,"bagels,",B-ASP
570,especially,O
570,when,O
570,right,O
570,out,O
570,of,O
570,the,O
570,oven.,O
571,Ive,O
571,passed,O
571,by,O
571,the,O
571,spot,O
571,tons,O
571,of,O
571,times,O
571,always,O
571,wanting,O
571,to,O
571,go,O
571,in.,O
572,All,O
572,the,O
572,food,B-ASP
572,was,O
572,hot,O
572,tasty.,O
573,Have,O
573,been,O
573,several,O
573,times,O
573,and,O
573,it,O
573,never,O
573,dissapoints.,O
574,This,O
574,is,O
574,one,O
574,great,O
574,place,O
574,to,O
574,eat,O
574,pizza,B-ASP
574,more,O
574,out,O
574,but,O
574,not,O
574,a,O
574,good,O
574,place,O
574,for,O
574,take-out,B-ASP
574,pizza.,I-ASP
575,Our,O
575,server,B-ASP
575,was,O
575,very,O
575,helpful,O
575,and,O
575,friendly.,O
576,Try,O
576,green,B-ASP
576,curry,I-ASP
576,with,I-ASP
576,vegetables.,I-ASP
577,Would,O
577,recommend,O
577,this,O
577,place,O
577,as,O
577,a,O
577,good,O
577,date,O
577,spot,O
577,if,O
577,you,O
577,don't,O
577,want,O
577,to,O
577,drop,O
577,a,O
577,ton,O
577,of,O
577,cash.,O
578,While,O
578,I'm,O
578,not,O
578,sure,O
578,that,O
578,this,O
578,happens,O
578,all,O
578,the,O
578,time-this,O
578,is,O
578,the,O
578,kind,O
578,of,O
578,treatment,O
578,that,O
578,buys,O
578,repeat,O
578,business!,O
579,This,O
579,place,O
579,was,O
579,not,O
579,ALL,O
579,THAT!,O
580,First,O
580,of,O
580,"all,",O
580,this,O
580,place,B-ASP
580,is,O
580,*not*,O
580,"romantic,",O
580,as,O
580,claimed,O
580,by,O
580,Citysearch's,O
580,editorial,O
580,review.,O
581,The,O
581,second,O
581,you,O
581,walk,O
581,through,O
581,the,O
581,heavy,O
581,vault,O
581,like,O
581,"door,",B-ASP
581,with,O
581,people,O
581,anticipating,O
581,your,O
581,arrival,O
581,you,O
581,get,O
581,the,O
581,sense,O
581,that,O
581,you,O
581,are,O
581,going,O
581,to,O
581,have,O
581,the,O
581,dining,O
581,ride,O
581,of,O
581,a,O
581,lifetime.,O
582,Much,O
582,more,O
582,reasonably,O
582,priced,B-ASP
582,too!,O
583,If,O
583,you,O
583,venture,O
583,off,O
583,the,O
583,island,O
583,of,O
583,Manhattan,O
583,and,O
583,can't,O
583,seem,O
583,to,O
583,find,O
583,a,O
583,great,O
583,Italian,O
583,"restaurant,",O
583,drive,O
583,to,O
583,Corona.,O
584,The,O
584,food,B-ASP
584,was,O
584,not,O
584,very,O
584,"tasty,",O
584,the,O
584,portioins,B-ASP
584,were,O
584,tiny,O
584,even,O
584,for,O
584,such,O
584,a,O
584,high,O
584,quality,O
584,restaurant.,O
585,My,O
585,friend,O
585,from,O
585,Milan,O
585,and,O
585,myself,O
585,were,O
585,pleasantly,O
585,surprised,O
585,when,O
585,we,O
585,arrived,O
585,and,O
585,everyone,O
585,spoke,O
585,italian.,O
586,Others,O
586,have,O
586,to,O
586,go,O
586,to,O
586,other,O
586,restaurants,O
586,and,O
586,feel,O
586,sad,O
586,until,O
586,they're,O
586,eaten.,O
587,Why,O
587,make,O
587,a,O
587,reservation,B-ASP
587,if,O
587,you,O
587,aren't,O
587,going,O
587,to,O
587,keep,O
587,it?,O
588,The,O
588,Pad,B-ASP
588,Thai,I-ASP
588,is,O
588,excellent,O
588,"here,",O
588,as,O
588,well.,O
589,Big,O
589,and,O
589,gawky,O
589,on,O
589,the,O
589,outside.,O
590,I,O
590,have,O
590,been,O
590,to,O
590,Mary's,O
590,many,O
590,times,O
590,and,O
590,I,O
590,like,O
590,it.,O
591,Searching,O
591,to,O
591,get,O
591,out,O
591,from,O
591,the,O
591,"cold,",O
591,freezing,O
591,"weather,",O
591,we,O
591,went,O
591,into,O
591,what,O
591,we,O
591,thought,O
591,was,O
591,a,O
591,deli.,O
592,I,O
592,do,O
592,not,O
592,recommend,O
592,lunch,B-ASP
592,specials,I-ASP
592,just,O
592,because,O
592,it,O
592,tasts,O
592,the,O
592,same,O
592,with,O
592,other,O
592,regular,O
592,chinese,O
592,restaurant.,O
593,HIGHLY,O
593,RECOMMENDED!!!!!,O
594,This,O
594,is,O
594,the,O
594,best,O
594,thing,O
594,in,O
594,Soho.,O
595,Went,O
595,here,O
595,last,O
595,night,O
595,and,O
595,had,O
595,a,O
595,pleasant,O
595,experience.,O
596,We,O
596,parked,O
596,on,O
596,the,O
596,block,O
596,of,O
596,Nina's,O
596,the,O
596,place,B-ASP
596,looked,O
596,"nice,",O
596,with,O
596,people,O
596,obviously,O
596,enjoying,O
596,their,O
596,pizzas.,B-ASP
597,I,O
597,came,O
597,here,O
597,with,O
597,my,O
597,boyfriend,O
597,for,O
597,our,O
597,anniversary,O
597,because,O
597,it,O
597,was,O
597,highly,O
597,recommended,O
597,to,O
597,him,O
597,by,O
597,a,O
597,friend.,O
598,For,O
598,$760,O
598,for,O
598,2,O
598,"people,",O
598,it's,O
598,a,O
598,once,O
598,in,O
598,a,O
598,lifetime,O
598,experience.,O
599,The,O
599,food,B-ASP
599,is,O
599,"o.k.,",O
599,but,O
599,not,O
599,any,O
599,better,O
599,than,O
599,what,O
599,you,O
599,get,O
599,at,O
599,a,O
599,good,O
599,neighborhood,O
599,restaurant.,O
600,We,O
600,had,O
600,the,O
600,pot-stickers,B-ASP
600,which,O
600,were,O
600,great,O
600,and,O
600,a,O
600,tempura,B-ASP
600,dish,I-ASP
600,that,O
600,was,O
600,great.,O
601,I,O
601,think,O
601,the,O
601,stuff,B-ASP
601,was,O
601,better,O
601,than,O
601,Disney.,O
602,After,O
602,reading,O
602,the,O
602,good,O
602,reviews,O
602,of,O
602,this,O
602,"restaurant,",O
602,I,O
602,decided,O
602,to,O
602,give,O
602,it,O
602,a,O
602,try,O
602,with,O
602,two,O
602,friends.,O
603,While,O
603,the,O
603,$20,O
603,entree,B-ASP
603,range,I-ASP
603,is,O
603,not,O
603,overly,O
603,"expensive,",O
603,in,O
603,New,O
603,York,O
603,"City,",O
603,there,O
603,is,O
603,definitely,O
603,better,O
603,food,B-ASP
603,in,O
603,that,O
603,"range,",O
603,and,O
603,so,O
603,"Sapphire,",O
603,despite,O
603,it's,O
603,lovely,O
603,"atmosphere,",B-ASP
603,will,O
603,most,O
603,likely,O
603,not,O
603,be,O
603,a,O
603,restaurant,O
603,to,O
603,which,O
603,I,O
603,will,O
603,return.,O
604,"Orsay,",O
604,is,O
604,without,O
604,a,O
604,doubt,O
604,one,O
604,of,O
604,the,O
604,best,O
604,values,O
604,for,O
604,authentic,O
604,French,B-ASP
604,food,I-ASP
604,in,O
604,NYC.,O
605,I,O
605,had,O
605,been,O
605,searching,O
605,really,O
605,hard,O
605,for,O
605,a,O
605,restaurant,O
605,in,O
605,New,O
605,York,O
605,where,O
605,I,O
605,could,O
605,really,O
605,feel,O
605,unwanted,O
605,and,O
605,ignored,O
605,and,O
605,I,O
605,finally,O
605,found,O
605,it!,O
606,It's,O
606,definately,O
606,not,O
606,a,O
606,place,O
606,to,O
606,go,O
606,if,O
606,you,O
606,want,O
606,to,O
606,impress,O
606,someone.,O
607,"Well,",O
607,their,O
607,deliveries,B-ASP
607,take,O
607,for,O
607,ever,O
607,and,O
607,the,O
607,food,B-ASP
607,is,O
607,usually,O
607,cold.,O
608,The,O
608,staff,B-ASP
608,is,O
608,no,O
608,nonsense.,O
609,Chinese,O
609,Desserts,O
609,are,O
609,known,O
609,for,O
609,healthful,O
609,benefits,O
609,in,O
609,addition,O
609,to,O
609,the,O
609,sweetness.,O
610,Wonderful,O
610,at,O
610,holiday,O
610,time.,O
611,And,O
611,really,O
611,large,O
611,portions.,B-ASP
612,The,O
612,place,O
612,is,O
612,a,O
612,lot,O
612,of,O
612,fun.,O
613,This,O
613,is,O
613,a,O
613,great,O
613,Thai,O
613,restaurant,O
613,with,O
613,a,O
613,very,O
613,friendly,O
613,staff.,B-ASP
614,Have,O
614,eaten,O
614,at,O
614,Ginger,O
614,House,O
614,several,O
614,"times,",O
614,and,O
614,it's,O
614,always,O
614,good.,O
615,I,O
615,ordered,O
615,the,O
615,smoked,B-ASP
615,salmon,I-ASP
615,and,I-ASP
615,roe,I-ASP
615,appetizer,I-ASP
615,and,O
615,it,O
615,was,O
615,off,O
615,flavor.,O
616,We,O
616,went,O
616,here,O
616,for,O
616,lunch,B-ASP
616,a,O
616,couple,O
616,of,O
616,weeks,O
616,ago,O
616,on,O
616,a,O
616,"Saturday,",O
616,and,O
616,I,O
616,was,O
616,thoroughly,O
616,impressed,O
616,with,O
616,the,O
616,food.,B-ASP
617,I,O
617,recommend,O
617,the,O
617,garlic,B-ASP
617,"shrimp,",I-ASP
617,okra,B-ASP
617,"(bindi),",I-ASP
617,and,O
617,anything,O
617,with,O
617,lamb.,B-ASP
618,As,O
618,a,O
618,Japanese,O
618,"native,",O
618,I've,O
618,lived,O
618,in,O
618,the,O
618,Tristate,O
618,area,O
618,for,O
618,over,O
618,8,O
618,"years,",O
618,but,O
618,I,O
618,was,O
618,just,O
618,so,O
618,amazed,O
618,at,O
618,this,O
618,place.,O
619,To,O
619,give,O
619,you,O
619,an,O
619,idea,O
619,of,O
619,how,O
619,good,O
619,we,O
619,thought,O
619,it,O
619,"was,",O
619,we,O
619,ended,O
619,up,O
619,going,O
619,to,O
619,Ping's,O
619,three,O
619,weekends,O
619,in,O
619,a,O
619,row!!!,O
620,As,O
620,we,O
620,were,O
620,"leaving,",O
620,the,O
620,couple,O
620,standing,O
620,by,O
620,the,O
620,door,O
620,said,O
620,to,O
620,another,O
620,"waiter,",B-ASP
620,we're,O
620,not,O
620,in,O
620,a,O
620,hurry.,O
621,The,O
621,menu,B-ASP
621,was,O
621,impressive,O
621,with,O
621,selections,O
621,ranging,O
621,from,O
621,a,O
621,"burger,",B-ASP
621,to,O
621,"steak,",B-ASP
621,to,O
621,escargot.,B-ASP
622,In,O
622,"fact,",O
622,two,O
622,people,O
622,could,O
622,really,O
622,share,O
622,one,O
622,plate.,B-ASP
623,The,O
623,food,B-ASP
623,is,O
623,great,O
623,and,O
623,authentic.,O
624,This,O
624,was,O
624,a,O
624,repeat,O
624,visit,O
624,and,O
624,we'll,O
624,definitely,O
624,be,O
624,back,O
624,again.,O
625,during,O
625,happy,O
625,hour!,O
626,Good,O
626,for,O
626,casual,B-ASP
626,dinner,I-ASP
626,with,O
626,jeans,O
626,and,O
626,sneakers.,O
627,Love,O
627,YUKA.,O
628,"Anyway,",O
628,the,O
628,food,B-ASP
628,is,O
628,"good,",O
628,the,O
628,price,B-ASP
628,is,O
628,right,O
628,and,O
628,they,O
628,have,O
628,a,O
628,decent,O
628,wine,B-ASP
628,list.,I-ASP
629,"Go,",O
629,"go,",O
629,"hurry,",O
629,before,O
629,everyone,O
629,finds,O
629,out,O
629,about,O
629,it.,O
630,Prices,B-ASP
630,are,O
630,higher,O
630,to,O
630,dine,O
630,in,O
630,and,O
630,their,O
630,chicken,B-ASP
630,tikka,I-ASP
630,marsala,I-ASP
